Transaction ID,Date,Time,Items Purchased,Quantities,Total Price (INR),Payment Method
2391,2023-08-03,17:52,Veggie Hummus Wrap,1,220,UPI
2392,2023-11-29,17:07,"Latte, Espresso","2, 1",440,Mobile Wallet
2393,2023-06-22,16:47,"Bagel with Cream Cheese, Oat Milk","1, 1",260,Mobile Wallet
2394,2023-06-13,16:29,"Masala Chai, Almond Milk","2, 1",220,Cash
2395,2023-09-16,10:09,"Avocado Toast, French Toast","2, 2",1020,Card
2396,2023-04-06,15:27,"Quinoa Bowl, Grilled Cheese Sandwich, Soy Milk","2, 1, 1",700,Mobile Wallet
2397,2023-11-29,12:59,"Omelet, Chocolate Fudge Cake, Matcha Latte, Almond Milk","2, 2, 1, 1",1100,Mobile Wallet
2398,2023-04-06,20:21,"Matcha Latte, Quinoa Bowl, Chocolate Chip Cookies, Oat Milk","2, 2, 2, 1",1040,Card
2399,2023-11-13,16:01,"Veggie Hummus Wrap, Almond Milk","2, 1",480,UPI
2400,2023-08-06,20:13,"Grilled Cheese Sandwich, Soy Milk","1, 1",220,UPI
2401,2023-07-17,11:07,"Greek Salad, French Toast","1, 2",760,Cash
2402,2023-08-15,13:31,"Pancakes with Syrup, Avocado Toast, Iced Tea (Peach)","1, 2, 2",950,Mobile Wallet
2403,2023-09-04,20:33,"Latte, Flat White","2, 1",500,Mobile Wallet
2404,2023-10-12,16:29,"Mocha, Bagel with Cream Cheese, Cappuccino, Caramel Drizzle","1, 1, 2, 1",750,Card
2405,2023-01-26,15:48,"Avocado Toast, Club Sandwich, Almond Milk","1, 1, 1",480,UPI
2406,2023-05-09,08:55,Omelet,1,200,UPI
2407,2023-07-22,16:05,"Quinoa Bowl, Omelet, Caramel Drizzle","2, 1, 1",730,Card
2408,2023-06-04,10:49,"Americano, Soy Milk","2, 1",280,UPI
2409,2023-11-18,16:06,"Brownies, Oat Milk","1, 1",160,Cash
2410,2023-07-18,20:10,"Omelet, Quinoa Bowl","2, 2",880,Cash
2411,2023-08-09,16:43,"Chicken Caesar Wrap, Club Sandwich","2, 2",840,Cash
2412,2023-04-18,15:02,"Bagel with Cream Cheese, Caesar Salad, Cold Brew, Soy Milk","1, 1, 2, 1",780,UPI
2413,2023-09-03,12:56,Avocado Toast,1,240,Mobile Wallet
2414,2023-07-26,16:00,"Chocolate Fudge Cake, Hot Chocolate","2, 1",640,UPI
2415,2023-08-14,11:02,"Green Tea, Mocha, Soy Milk","1, 1, 1",300,Mobile Wallet
2416,2023-02-09,09:28,Avocado Toast,1,240,Mobile Wallet
2417,2023-11-01,12:33,"Fresh Lemonade, Vanilla Milkshake","1, 1",270,Cash
2418,2023-01-04,10:51,Grilled Cheese Sandwich,2,360,Mobile Wallet
2419,2023-11-21,10:27,Iced Tea (Peach),1,110,UPI
2420,2023-09-01,10:16,"Chocolate Milkshake, Green Tea, Oat Milk","1, 1, 1",290,Cash
2421,2023-08-06,20:53,"Cappuccino, Bagel with Cream Cheese","1, 2",590,Mobile Wallet
2422,2023-03-25,18:21,"Greek Salad, Chocolate Chip Cookies, Bagel with Cream Cheese","2, 1, 1",760,Cash
2423,2023-01-29,12:45,Iced Americano,2,260,Card
2424,2023-10-13,18:29,"Nitro Cold Brew, Bagel with Cream Cheese, Almond Milk","2, 1, 1",620,UPI
2425,2023-04-14,17:13,Chocolate Fudge Cake,1,250,Card
2426,2023-03-08,14:00,Brownies,2,240,UPI
2427,2023-07-01,08:37,"Omelet, Cold Brew, Caramel Drizzle","2, 1, 1",600,Mobile Wallet
2428,2023-07-07,17:20,"Bagel with Cream Cheese, Grilled Cheese Sandwich, Caramel Drizzle","1, 2, 1",630,Mobile Wallet
2429,2023-10-21,17:45,Chocolate Chip Cookies,2,200,UPI
2430,2023-12-03,19:32,"Green Tea, Chocolate Fudge Cake, Soy Milk","2, 1, 1",450,Mobile Wallet
2431,2023-11-28,18:13,"Cold Brew, Soy Milk","2, 1",340,Mobile Wallet
2432,2023-08-04,20:29,"Pancakes with Syrup, Caramel Drizzle","1, 1",300,Cash
2433,2023-02-07,18:45,Lemon Tart,2,540,Card
2434,2023-02-25,16:33,"Avocado Toast, Flat White","2, 2",800,Mobile Wallet
2435,2023-10-08,14:52,"Caesar Salad, Flat White, Veggie Hummus Wrap, Soy Milk","1, 1, 2, 1",860,Mobile Wallet
2436,2023-08-22,13:14,"Pancakes with Syrup, Seasonal Smoothie, Vanilla Milkshake","1, 2, 2",890,UPI
2437,2023-09-15,15:37,"Chocolate Fudge Cake, Omelet, Soy Milk","1, 2, 1",690,UPI
2438,2023-09-19,17:39,Greek Salad,1,220,Card
2439,2023-04-28,09:48,"Avocado Toast, Cheesecake, Americano, Soy Milk","1, 1, 1, 1",680,Mobile Wallet
2440,2023-03-25,11:17,"Iced Tea (Peach), Flat White, Vanilla Syrup","2, 2, 1",570,UPI
2441,2023-01-19,09:52,Latte,1,170,Mobile Wallet
2442,2023-03-21,10:53,"Nitro Cold Brew, Club Sandwich","2, 2",760,Card
2443,2023-04-16,17:57,"Lemon Tart, Espresso, Vanilla Syrup","2, 1, 1",670,Mobile Wallet
2444,2023-01-11,11:42,"Club Sandwich, Latte, Hot Chocolate, Soy Milk","2, 2, 1, 1",920,UPI
2445,2023-07-29,13:41,Lemon Tart,1,270,Card
2446,2023-03-10,08:11,"Bagel with Cream Cheese, Cold Brew, Chocolate Milkshake, Almond Milk","1, 1, 2, 1",750,Mobile Wallet
2447,2023-12-12,18:08,"Club Sandwich, Avocado Toast, Pancakes with Syrup","1, 1, 1",690,Mobile Wallet
2448,2023-02-02,15:10,"Iced Americano, Chicken Caesar Wrap, Chocolate Milkshake, Almond Milk","2, 1, 1, 1",690,Cash
2449,2023-04-23,19:56,"Hot Chocolate, Omelet","2, 1",480,Card
2450,2023-03-18,20:21,"Cheesecake, Chocolate Fudge Cake, Chocolate Chip Cookies, Almond Milk","2, 1, 1, 1",950,Mobile Wallet
2451,2023-06-12,13:01,"Chocolate Fudge Cake, Hot Chocolate, Soy Milk","2, 2, 1",820,Mobile Wallet
2452,2023-12-06,15:58,Chocolate Fudge Cake,2,500,Mobile Wallet
2453,2023-07-23,20:11,"Brownies, Caramel Drizzle","1, 1",170,Cash
2454,2023-06-13,12:13,"Brownies, Lemon Tart, Soy Milk","1, 2, 1",700,Cash
2455,2023-04-19,08:04,"Caesar Salad, Hot Chocolate, Caramel Drizzle","2, 1, 1",630,Cash
2456,2023-12-19,14:37,"Vanilla Milkshake, Chocolate Fudge Cake, Avocado Toast","1, 1, 2",900,UPI
2457,2023-02-22,18:15,"Chocolate Fudge Cake, Pancakes with Syrup, Chocolate Chip Cookies, Caramel Drizzle","1, 1, 1, 1",650,Card
2458,2023-03-12,15:35,"Nitro Cold Brew, Seasonal Smoothie, Veggie Hummus Wrap","1, 1, 2",770,Mobile Wallet
2459,2023-11-06,12:56,"Iced Americano, Vanilla Syrup","2, 1",290,Card
2460,2023-05-18,09:25,"Mocha, Club Sandwich, Caramel Drizzle","2, 1, 1",610,UPI
2461,2023-01-07,09:06,"Greek Salad, Iced Tea (Peach), Omelet","1, 2, 2",840,Cash
2462,2023-05-07,17:48,"Strawberry Milkshake, Soy Milk","2, 1",380,Cash
2463,2023-03-20,18:36,"Cheesecake, Caesar Salad, Iced Americano, Oat Milk","2, 2, 1, 1",1170,Mobile Wallet
2464,2023-10-09,12:09,Cheesecake,2,560,Cash
2465,2023-04-16,19:49,"Avocado Toast, Masala Chai, Masala Chai, Oat Milk","2, 1, 2, 1",790,Card
2466,2023-03-03,18:36,"Cheesecake, Caramel Drizzle","1, 1",330,Card
2467,2023-01-09,17:01,"Chocolate Fudge Cake, Masala Chai, Pancakes with Syrup","2, 2, 2",1180,Mobile Wallet
2468,2023-08-05,11:47,"Greek Salad, Greek Salad, Soy Milk","2, 1, 1",700,Cash
2469,2023-01-11,18:50,"Espresso, Omelet, Seasonal Smoothie, Oat Milk","2, 1, 2, 1",740,Cash
2470,2023-07-29,20:53,"Omelet, Masala Chai","2, 2",580,Card
2471,2023-09-08,17:16,"Lemon Tart, Vanilla Milkshake","2, 2",880,UPI
2472,2023-01-24,14:40,"Chicken Caesar Wrap, Chicken Caesar Wrap, Oat Milk","1, 2, 1",700,Mobile Wallet
2473,2023-05-11,17:47,"Lemon Tart, Cold Brew","1, 1",420,Mobile Wallet
2474,2023-04-06,12:28,"Greek Salad, Latte, Brownies","1, 2, 1",680,UPI
2475,2023-02-21,14:51,"Iced Tea (Peach), Greek Salad, Soy Milk","1, 1, 1",370,UPI
2476,2023-03-01,11:12,Iced Tea (Peach),1,110,UPI
2477,2023-08-28,09:02,"Chicken Caesar Wrap, Nitro Cold Brew, French Toast","2, 1, 2",1160,Mobile Wallet
2478,2023-04-09,13:27,"Green Tea, Mocha, Chocolate Chip Cookies, Vanilla Syrup","2, 2, 2, 1",750,UPI
2479,2023-09-02,13:53,Mocha,2,360,UPI
2480,2023-03-17,15:03,"Green Tea, Caesar Salad, Vanilla Syrup","1, 1, 1",330,Mobile Wallet
2481,2023-08-23,09:36,Iced Americano,2,260,Mobile Wallet
2482,2023-08-11,08:07,"Strawberry Milkshake, Green Tea, Soy Milk","2, 1, 1",460,Mobile Wallet
2483,2023-09-17,17:54,"Brownies, Soy Milk","2, 1",280,Mobile Wallet
2484,2023-05-09,18:24,"Grilled Cheese Sandwich, Brownies, Vanilla Milkshake, Caramel Drizzle","2, 2, 1, 1",820,Card
2485,2023-04-13,20:02,"Iced Americano, Avocado Toast, Greek Salad","1, 2, 1",830,Mobile Wallet
2486,2023-12-29,08:10,"Chicken Caesar Wrap, Club Sandwich","1, 2",620,Cash
2487,2023-07-07,18:47,"Grilled Cheese Sandwich, Brownies, Brownies","2, 1, 1",600,Mobile Wallet
2488,2023-04-03,08:33,"Hot Chocolate, Soy Milk","1, 1",180,UPI
2489,2023-02-22,17:33,"Seasonal Smoothie, Oat Milk","1, 1",190,UPI
2490,2023-08-26,10:54,"Espresso, Veggie Hummus Wrap, Iced Tea (Peach)","2, 2, 2",860,Card
2491,2023-02-04,08:39,"Nitro Cold Brew, Greek Salad, Strawberry Milkshake","1, 1, 1",570,Mobile Wallet
2492,2023-12-11,20:42,"Americano, Soy Milk","1, 1",160,Mobile Wallet
2493,2023-10-12,11:30,"Chocolate Fudge Cake, Lemon Tart, Masala Chai, Almond Milk","1, 2, 1, 1",920,Cash
2494,2023-10-12,08:16,"Omelet, Hot Chocolate, Vanilla Syrup","2, 2, 1",710,UPI
2495,2023-06-06,18:42,"Seasonal Smoothie, Omelet, Chocolate Fudge Cake, Almond Milk","2, 1, 2, 1",1040,UPI
2496,2023-07-03,11:38,"Pancakes with Syrup, Soy Milk","2, 1",540,Card
2497,2023-06-17,17:56,"Pancakes with Syrup, Grilled Cheese Sandwich","1, 2",610,UPI
2498,2023-08-24,19:42,"Grilled Cheese Sandwich, Soy Milk","1, 1",220,Card
2499,2023-10-04,09:18,"Nitro Cold Brew, French Toast, Omelet","1, 2, 1",920,Mobile Wallet
2500,2023-03-05,19:15,"Veggie Hummus Wrap, Espresso, Greek Salad, Oat Milk","1, 1, 1, 1",580,Cash
2501,2023-05-07,15:29,"Caesar Salad, Soy Milk","2, 1",480,Cash
2502,2023-12-02,12:17,"Chocolate Fudge Cake, Lemon Tart, Vanilla Syrup","2, 1, 1",800,UPI
2503,2023-02-17,14:17,"Omelet, Latte, Mocha, Caramel Drizzle","1, 1, 1, 1",600,UPI
2504,2023-04-15,17:35,"Iced Tea (Peach), Pancakes with Syrup, Cold Brew, Soy Milk","2, 1, 2, 1",810,Card
2505,2023-12-03,20:44,"Iced Tea (Peach), Masala Chai, Caramel Drizzle","1, 2, 1",340,Cash
2506,2023-07-17,17:32,"Bagel with Cream Cheese, Lemon Tart, Soy Milk","2, 2, 1",1020,Card
2507,2023-01-08,10:35,"French Toast, Omelet, Mocha","2, 2, 1",1120,Card
2508,2023-10-05,11:26,"Matcha Latte, Fresh Lemonade, Americano","1, 1, 2",500,Card
2509,2023-08-04,14:58,Chicken Caesar Wrap,2,440,Cash
2510,2023-03-15,12:51,"Cold Brew, Chocolate Chip Cookies, Chocolate Fudge Cake, Soy Milk","2, 2, 2, 1",1040,UPI
2511,2023-03-11,16:10,"Pancakes with Syrup, Caramel Drizzle","2, 1",550,Mobile Wallet
2512,2023-01-08,10:14,"Omelet, Latte, Matcha Latte, Vanilla Syrup","2, 1, 1, 1",760,Card
2513,2023-12-01,20:01,"Fresh Lemonade, Iced Americano, Grilled Cheese Sandwich","1, 2, 1",540,Cash
2514,2023-07-09,20:07,"Cold Brew, Avocado Toast, Oat Milk","2, 1, 1",580,UPI
2515,2023-06-10,08:04,"Chicken Caesar Wrap, Vanilla Syrup","1, 1",250,Card
2516,2023-09-02,08:37,"Veggie Hummus Wrap, Flat White","2, 1",600,Cash
2517,2023-04-06,12:26,"Bagel with Cream Cheese, Club Sandwich","1, 2",620,Mobile Wallet
2518,2023-09-27,13:48,"Quinoa Bowl, Brownies","1, 1",360,Cash
2519,2023-02-18,11:41,"Seasonal Smoothie, Iced Americano, Caesar Salad, Oat Milk","2, 1, 2, 1",910,Card
2520,2023-06-03,11:15,"Bagel with Cream Cheese, Avocado Toast, Soy Milk","2, 1, 1",720,Card
2521,2023-06-05,14:49,"Greek Salad, French Toast, Oat Milk","2, 2, 1",1020,Mobile Wallet
2522,2023-08-28,16:14,"Pancakes with Syrup, Espresso, Pancakes with Syrup","2, 1, 1",850,Card
2523,2023-05-17,14:16,"Pancakes with Syrup, Cheesecake","1, 2",810,Mobile Wallet
2524,2023-05-23,18:42,Bagel with Cream Cheese,1,220,Mobile Wallet
2525,2023-01-20,13:40,"Caesar Salad, Caramel Drizzle","1, 1",270,Card
2526,2023-09-15,10:28,"Masala Chai, Nitro Cold Brew, Vanilla Syrup","1, 1, 1",300,Cash
2527,2023-04-18,12:51,"Chocolate Chip Cookies, Iced Tea (Peach), Almond Milk","2, 2, 1",460,Mobile Wallet
2528,2023-10-22,12:44,"Lemon Tart, Flat White, Lemon Tart, Caramel Drizzle","1, 1, 1, 1",750,UPI
2529,2023-02-06,10:20,"Chicken Caesar Wrap, Mocha, Chocolate Chip Cookies, Caramel Drizzle","2, 2, 1, 1",950,UPI
2530,2023-11-08,08:32,Club Sandwich,1,200,Cash
2531,2023-10-16,18:37,"Greek Salad, Fresh Lemonade, Chocolate Chip Cookies, Vanilla Syrup","1, 1, 1, 1",450,Cash
2532,2023-03-24,09:11,"Green Tea, Bagel with Cream Cheese, Oat Milk","2, 1, 1",420,Card
2533,2023-08-31,16:11,"Espresso, Vanilla Milkshake, Vanilla Syrup","2, 2, 1",570,Mobile Wallet
2534,2023-05-08,10:47,"Brownies, French Toast, Vanilla Syrup","2, 2, 1",810,Mobile Wallet
2535,2023-10-08,20:39,"Pancakes with Syrup, Iced Americano, French Toast","2, 1, 2",1170,UPI
2536,2023-01-23,17:14,Green Tea,2,160,UPI
2537,2023-02-20,16:52,"Lemon Tart, Bagel with Cream Cheese, Avocado Toast","1, 1, 1",730,Card
2538,2023-12-02,18:45,Espresso,2,200,Card
2539,2023-07-13,16:58,"Lemon Tart, Matcha Latte, Veggie Hummus Wrap, Vanilla Syrup","2, 2, 2, 1",1330,Mobile Wallet
2540,2023-05-21,15:18,"Cheesecake, Chocolate Fudge Cake, Affogato, Vanilla Syrup","1, 1, 2, 1",960,Cash
2541,2023-11-17,14:19,Latte,2,340,Cash
2542,2023-02-26,08:26,"Chicken Caesar Wrap, Chocolate Milkshake, Nitro Cold Brew","2, 2, 1",960,Mobile Wallet
2543,2023-10-01,14:41,"Chicken Caesar Wrap, Lemon Tart, French Toast","1, 2, 2",1300,UPI
2544,2023-12-15,18:35,"Latte, Latte, Veggie Hummus Wrap, Almond Milk","2, 2, 1, 1",940,Cash
2545,2023-10-27,13:45,Cheesecake,2,560,Cash
2546,2023-01-21,10:47,"Affogato, Avocado Toast, Soy Milk","1, 2, 1",720,UPI
2547,2023-07-23,16:18,Omelet,2,400,UPI
2548,2023-05-13,08:47,"Club Sandwich, Soy Milk","1, 1",240,Mobile Wallet
2549,2023-02-21,20:30,"Espresso, Affogato, Matcha Latte","2, 2, 2",920,Mobile Wallet
2550,2023-04-15,08:01,Nitro Cold Brew,2,360,UPI
2551,2023-09-01,11:26,"Strawberry Milkshake, Chocolate Milkshake","1, 1",340,Mobile Wallet
2552,2023-11-05,20:42,"Grilled Cheese Sandwich, Seasonal Smoothie","1, 1",330,Cash
2553,2023-12-19,15:25,"Iced Tea (Peach), Quinoa Bowl, Soy Milk","2, 2, 1",740,Cash
2554,2023-10-09,09:20,"Bagel with Cream Cheese, Matcha Latte, Oat Milk","1, 1, 1",420,Card
2555,2023-02-15,18:34,"Brownies, Affogato","2, 1",440,Mobile Wallet
2556,2023-07-03,10:57,"Lemon Tart, Masala Chai, Grilled Cheese Sandwich","1, 1, 1",540,Mobile Wallet
2557,2023-08-14,10:56,Green Tea,1,80,Mobile Wallet
2558,2023-02-04,20:12,"Avocado Toast, Bagel with Cream Cheese, Almond Milk","1, 2, 1",720,UPI
2559,2023-03-03,16:09,Iced Tea (Peach),1,110,UPI
2560,2023-10-19,10:56,"Lemon Tart, Caesar Salad","1, 2",710,Cash
2561,2023-07-09,16:08,Matcha Latte,2,320,Mobile Wallet
2562,2023-10-02,13:14,"Cold Brew, Grilled Cheese Sandwich, Pancakes with Syrup","1, 1, 1",580,Card
2563,2023-02-25,16:29,"Chocolate Chip Cookies, Veggie Hummus Wrap, Chocolate Fudge Cake, Oat Milk","2, 2, 2, 1",1180,Card
2564,2023-01-12,18:20,Omelet,1,200,Mobile Wallet
2565,2023-07-04,16:05,"Omelet, Soy Milk","2, 1",440,Cash
2566,2023-06-21,16:33,"Chicken Caesar Wrap, Omelet, Latte, Soy Milk","1, 2, 1, 1",830,UPI
2567,2023-09-22,13:07,Chocolate Fudge Cake,2,500,UPI
2568,2023-07-30,17:48,"Avocado Toast, Almond Milk","1, 1",280,UPI
2569,2023-07-18,10:00,"Veggie Hummus Wrap, Soy Milk","1, 1",260,Mobile Wallet
2570,2023-06-17,17:30,"Omelet, Soy Milk","1, 1",240,Cash
2571,2023-07-05,15:37,"Lemon Tart, Americano, Almond Milk","1, 2, 1",550,Mobile Wallet
2572,2023-05-04,10:37,Bagel with Cream Cheese,2,440,Cash
2573,2023-04-24,17:49,Veggie Hummus Wrap,1,220,Card
2574,2023-06-02,09:05,"Latte, Almond Milk","2, 1",380,Cash
2575,2023-04-24,10:15,"Omelet, Oat Milk","1, 1",240,Mobile Wallet
2576,2023-01-07,12:27,"Masala Chai, Caesar Salad, Greek Salad","2, 2, 2",1060,Mobile Wallet
2577,2023-04-16,12:32,Latte,2,340,UPI
2578,2023-07-03,16:29,"Club Sandwich, Vanilla Syrup","2, 1",430,Card
2579,2023-07-06,14:36,Cheesecake,2,560,Card
2580,2023-05-12,20:58,"Bagel with Cream Cheese, Matcha Latte, Quinoa Bowl","1, 1, 1",620,Cash
2581,2023-04-12,11:41,"Chocolate Fudge Cake, Masala Chai, Strawberry Milkshake, Soy Milk","1, 2, 1, 1",640,Mobile Wallet
2582,2023-11-12,12:57,"Greek Salad, Cold Brew, Caesar Salad","1, 1, 2",810,Cash
2583,2023-01-25,08:34,"Green Tea, French Toast, Soy Milk","1, 1, 1",390,UPI
2584,2023-06-01,11:49,"Cappuccino, Chocolate Chip Cookies","2, 2",500,Cash
2585,2023-09-12,16:05,"Omelet, Omelet, Nitro Cold Brew, Soy Milk","1, 1, 1, 1",620,UPI
2586,2023-02-16,16:39,Strawberry Milkshake,1,170,Mobile Wallet
2587,2023-01-10,11:45,Lemon Tart,2,540,Mobile Wallet
2588,2023-03-30,15:33,"Caesar Salad, Lemon Tart, Soy Milk","2, 2, 1",1020,Cash
2589,2023-04-04,14:33,"Seasonal Smoothie, Latte","1, 2",490,Card
2590,2023-11-12,16:23,Vanilla Milkshake,2,340,Cash
2591,2023-07-02,19:43,"Strawberry Milkshake, Strawberry Milkshake, Chocolate Milkshake","2, 1, 2",850,UPI
2592,2023-03-05,09:49,"Iced Tea (Peach), Greek Salad","2, 2",660,Mobile Wallet
2593,2023-04-29,09:22,"French Toast, Cheesecake, Oat Milk","1, 2, 1",870,Mobile Wallet
2594,2023-10-27,17:21,"Omelet, Flat White, Brownies, Oat Milk","2, 1, 1, 1",720,Cash
2595,2023-01-24,14:17,"Chocolate Milkshake, Bagel with Cream Cheese","2, 1",560,Mobile Wallet
2596,2023-07-06,17:10,"Veggie Hummus Wrap, Strawberry Milkshake, Pancakes with Syrup","1, 1, 1",640,Mobile Wallet
2597,2023-05-22,16:23,Cappuccino,2,300,Mobile Wallet
2598,2023-04-29,19:48,"French Toast, Pancakes with Syrup, Lemon Tart, Caramel Drizzle","2, 1, 1, 1",1110,UPI
2599,2023-07-05,16:51,"Grilled Cheese Sandwich, Oat Milk","1, 1",220,UPI
2600,2023-08-14,09:10,Veggie Hummus Wrap,2,440,UPI
2601,2023-10-16,20:18,"Chocolate Fudge Cake, Espresso, French Toast, Vanilla Syrup","1, 1, 1, 1",650,Mobile Wallet
2602,2023-03-30,17:51,"Club Sandwich, Chocolate Chip Cookies","2, 1",500,Cash
2603,2023-09-07,17:00,"Matcha Latte, Bagel with Cream Cheese, Chocolate Fudge Cake, Oat Milk","1, 1, 1, 1",670,Card
2604,2023-09-02,09:40,"Iced Tea (Peach), Brownies, Caramel Drizzle","2, 2, 1",510,Card
2605,2023-03-25,17:24,"Flat White, Avocado Toast, Masala Chai, Oat Milk","1, 2, 1, 1",770,UPI
2606,2023-01-08,19:18,Chocolate Chip Cookies,1,100,Card
2607,2023-04-03,12:13,"Omelet, Affogato","1, 1",400,Card
2608,2023-09-04,12:05,"Mocha, Vanilla Syrup","2, 1",390,Cash
2609,2023-11-16,10:38,"Mocha, Brownies, Vanilla Syrup","2, 1, 1",510,Card
2610,2023-04-01,08:26,"Cold Brew, Masala Chai, Iced Tea (Peach), Soy Milk","1, 2, 2, 1",590,Mobile Wallet
2611,2023-07-23,15:02,"Lemon Tart, Almond Milk","2, 1",580,Mobile Wallet
2612,2023-11-17,20:51,"Masala Chai, Caramel Drizzle","2, 1",230,Mobile Wallet
2613,2023-05-18,11:07,"Quinoa Bowl, Fresh Lemonade","1, 2",440,UPI
2614,2023-02-17,18:39,"Green Tea, Masala Chai","2, 1",250,Card
2615,2023-09-15,20:05,"Omelet, Bagel with Cream Cheese","2, 2",840,Cash
2616,2023-01-21,19:17,"Vanilla Milkshake, Seasonal Smoothie, Lemon Tart","1, 1, 1",590,UPI
2617,2023-07-11,17:03,"Seasonal Smoothie, Cheesecake","2, 1",580,Card
2618,2023-12-05,16:49,"Hot Chocolate, Soy Milk","1, 1",180,Card
2619,2023-12-16,13:19,"Chocolate Chip Cookies, Cheesecake, Almond Milk","1, 1, 1",420,Mobile Wallet
2620,2023-11-01,19:59,"Lemon Tart, Soy Milk","2, 1",580,Cash
2621,2023-01-05,19:49,"Mocha, Greek Salad","2, 1",580,Cash
2622,2023-02-23,16:37,"Americano, Masala Chai, Oat Milk","1, 1, 1",250,Card
2623,2023-08-24,14:43,"Masala Chai, Iced Tea (Peach), Flat White, Vanilla Syrup","1, 1, 1, 1",390,UPI
2624,2023-04-27,08:55,"Cappuccino, Grilled Cheese Sandwich, Avocado Toast, Oat Milk","2, 2, 2, 1",1180,UPI
2625,2023-05-22,15:39,"Americano, Vanilla Milkshake","1, 1",290,Mobile Wallet
2626,2023-07-20,10:58,"Nitro Cold Brew, Vanilla Syrup","2, 1",390,Cash
2627,2023-11-03,14:14,Omelet,1,200,UPI
2628,2023-01-16,11:07,Chocolate Fudge Cake,2,500,UPI
2629,2023-03-07,18:27,"Caesar Salad, Chocolate Fudge Cake, Soy Milk","1, 2, 1",760,Card
2630,2023-09-14,20:36,Cappuccino,2,300,Cash
2631,2023-11-23,10:27,"Cold Brew, Vanilla Syrup","1, 1",180,UPI
2632,2023-03-06,20:35,"Veggie Hummus Wrap, Soy Milk","1, 1",260,Card
2633,2023-05-26,11:29,"Quinoa Bowl, Nitro Cold Brew","2, 2",840,Cash
2634,2023-07-22,16:44,French Toast,1,270,Card
2635,2023-03-12,15:20,Veggie Hummus Wrap,2,440,Cash
2636,2023-03-15,20:05,Strawberry Milkshake,1,170,Card
2637,2023-04-30,18:49,Chocolate Fudge Cake,1,250,Cash
2638,2023-08-30,08:07,"Chocolate Fudge Cake, Veggie Hummus Wrap, Caramel Drizzle","2, 1, 1",770,UPI
2639,2023-02-10,16:13,Pancakes with Syrup,2,500,Cash
2640,2023-06-16,15:40,"Green Tea, Lemon Tart, Almond Milk","2, 1, 1",470,Cash
2641,2023-09-12,16:16,Chocolate Fudge Cake,2,500,UPI
2642,2023-01-26,17:21,"French Toast, Fresh Lemonade, Caramel Drizzle","2, 1, 1",690,Cash
2643,2023-03-20,15:42,"Pancakes with Syrup, Vanilla Syrup","1, 1",280,Card
2644,2023-10-30,14:12,"Chocolate Fudge Cake, Oat Milk","2, 1",540,Mobile Wallet
2645,2023-05-22,20:26,"Affogato, Chicken Caesar Wrap, Pancakes with Syrup","1, 1, 1",670,UPI
2646,2023-09-22,15:40,"Grilled Cheese Sandwich, Avocado Toast","1, 2",660,Card
2647,2023-10-17,13:18,"Caesar Salad, Fresh Lemonade, Strawberry Milkshake","1, 2, 2",760,Card
2648,2023-02-10,20:24,"Mocha, Espresso, Omelet","2, 2, 2",960,Card
2649,2023-09-23,08:11,Nitro Cold Brew,2,360,Mobile Wallet
2650,2023-12-22,18:56,"Vanilla Milkshake, Oat Milk","1, 1",210,Card
2651,2023-05-08,08:42,"Iced Americano, Mocha, Oat Milk","2, 1, 1",480,Mobile Wallet
2652,2023-07-02,11:24,French Toast,1,270,Card
2653,2023-12-14,20:54,"Chocolate Chip Cookies, Americano, Vanilla Syrup","2, 2, 1",470,Cash
2654,2023-03-09,19:09,"Lemon Tart, Greek Salad","1, 2",710,Card
2655,2023-03-17,10:56,Omelet,1,200,Card
2656,2023-10-06,14:26,Iced Americano,2,260,Card
2657,2023-12-13,12:51,Fresh Lemonade,1,100,UPI
2658,2023-01-25,17:35,"Veggie Hummus Wrap, Omelet","1, 2",620,Mobile Wallet
2659,2023-03-29,20:43,"Omelet, Chocolate Fudge Cake, Affogato, Vanilla Syrup","2, 1, 2, 1",1080,UPI
2660,2023-06-19,17:41,"Cappuccino, Green Tea","1, 2",310,Card
2661,2023-09-23,20:15,"Seasonal Smoothie, Chocolate Chip Cookies","1, 2",350,Card
2662,2023-02-24,09:26,"Club Sandwich, Vanilla Milkshake, Almond Milk","2, 1, 1",610,UPI
2663,2023-06-29,17:47,"Vanilla Milkshake, Chocolate Chip Cookies, Soy Milk","1, 2, 1",410,Cash
2664,2023-10-09,15:09,"Chocolate Chip Cookies, Veggie Hummus Wrap, Brownies, Vanilla Syrup","1, 1, 2, 1",590,Card
2665,2023-08-09,10:10,"Flat White, Chocolate Milkshake","2, 1",490,UPI
2666,2023-06-25,17:29,"Pancakes with Syrup, Almond Milk","1, 1",290,Mobile Wallet
2667,2023-07-22,17:55,"Chicken Caesar Wrap, Almond Milk","1, 1",260,Mobile Wallet
2668,2023-04-02,08:57,"Matcha Latte, Cheesecake","2, 2",880,Mobile Wallet
2669,2023-01-27,09:22,"Espresso, French Toast, Pancakes with Syrup","2, 2, 1",990,Cash
2670,2023-01-27,11:17,"Caesar Salad, Grilled Cheese Sandwich, Cheesecake","1, 2, 2",1140,Mobile Wallet
2671,2023-01-29,09:30,Chocolate Milkshake,2,340,Cash
2672,2023-04-30,13:04,Chicken Caesar Wrap,1,220,Mobile Wallet
2673,2023-09-13,15:50,"Brownies, Omelet, Almond Milk","1, 2, 1",560,UPI
